ESCUELA;NOMBRE;PUBLICA O PRIVADA;SEXO DEL ALUMNO;EDAD;GRADO;GRUPO;FECHA APLICACI�N;a) Actualmente est�s viviendo con:;b) La casa donde habitas es:;c) Tu familia cuenta con alg�n negocio o empresa;1.- �Has escuchado hablar de Educaci�n Financiera?;2.- �Conoces que significa Educaci�n Financiera?;3.- �Te gustar�a aprender diversos temas de Educaci�n Financiera?;4.- �Consideras que es importante y necesaria la Educaci�n Financiera?;5.- �De las siguientes definiciones cual consideras describe mejor a la Educaci�n Financiera?;6.- �Sabes que significa ahorro?;7.- �Tienes cuenta de ahorro en alg�n banco o Caja Popular?;8.- �Eres constante y responsable al ahorrar?;9.- �Consideras que sacar un cr�dito en un banco o Caja Popular es?;10.- �Sabes lo que es un cr�dito?;11.- � Sabes lo que es un presupuesto?;12.- �Conoces que significa tasa de inter�s?;13.- �Comprendes que es una inversi�n?;14.- �Entiendes el significado de la palabra inflaci�n?;15.- � Entiendes el significado de devaluaci�n del dinero?;16.- �Identificas las diferencias entre una tarjeta de cr�dito y una tarjeta de d�bito?;17.- �Ahorras fuera de las instituciones financieras como en una alcanc�a?;18.- �C�mo te gustar�a que fueran las clases de educaci�n financiera?;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;14;3;A;6/3/2025;2;2;1;1;1;3;4;2;5;NO;1;3;4;3;1;5;5;1;1;SI;Divertidas, entretenidas e interesantes;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;14;3;A;6/3/2025;1;2;1;3;2;3;4;1;4;SI;4;3;4;3;2;4;4;3;4;SI;Explicaci�n, estrategias y actividades;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;15;3;A;6/3/2025;1;1;5;1;1;3;3;1;5;SI;3;5;5;5;3;3;4;4;4;SI;Explicaci�n, estrategias y actividades;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;14;3;A;6/3/2025;1;1;5;1;1;5;5;2;3;SI;1;1;5;5;3;2;2;3;3;SI;Explicaci�n, estrategias y actividades;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;14;3;A;6/3/2025;1;1;1;3;2;3;3;1;5;NO;5;2;5;4;1;5;1;3;5;SI;Expertos en el tema, din�micas y simulaciones;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;A;6/3/2025;1;2;5;3;1;4;5;1;2;SI;3;2;1;2;1;3;1;2;1;NO;Explicaci�n, estrategias y actividades;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;14;3;A;6/3/2025;1;1;1;2;2;3;2;4;5;NO;4;3;4;4;2;4;1;3;1;SI;Divertidas, entretenidas e interesantes;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;A;6/3/2025;1;1;5;1;1;1;3;1;4;NO;2;4;3;3;1;2;1;1;2;SI;Divertidas, entretenidas e interesantes;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;A;6/3/2025;2;2;5;2;1;2;3;2;3;NO;4;1;3;1;1;3;1;1;1;SI;Divertidas, entretenidas e interesantes;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;A;6/3/2025;1;1;1;2;1;3;5;2;5;SI;4;1;3;4;3;4;4;3;3;SI;Divertidas, entretenidas e interesantes;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;A;6/3/2025;1;2;5;3;1;4;5;2;5;SI;5;5;1;3;1;3;1;1;1;SI;Explicaci�n, estrategias y actividades;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;A;6/3/2025;1;1;1;2;1;3;4;1;5;NO;3;3;1;3;1;3;1;1;3;SI;Explicaci�n, estrategias y actividades;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;15;3;B;6/3/2025;1;1;1;1;2;5;3;1;5;SI;5;3;2;4;1;2;1;1;2;SI;Expertos en el tema, din�micas y simulaciones;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;B;6/3/2025;1;3;1;1;1;5;5;1;5;NO;4;3;3;2;1;1;1;2;2;SI;Explicaci�n, estrategias y actividades;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;14;3;B;6/3/2025;1;1;1;1;1;5;5;1;5;NO;3;4;5;5;1;5;5;1;2;SI;Explicaci�n, estrategias y actividades;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;14;3;B;6/3/2025;1;1;1;3;3;4;3;1;4;NO;3;4;4;4;4;4;4;4;4;SI;Explicaci�n, estrategias y actividades;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;15;3;B;6/3/2025;1;1;5;4;5;5;5;2;5;SI;3;5;5;5;4;5;5;4;5;SI;Expertos en el tema, din�micas y simulaciones;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;14;3;B;6/3/2025;2;1;5;3;3;5;5;2;5;SI;5;4;5;5;4;5;5;3;4;SI; Videos y clases interactivas;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;16;3;B;6/3/2025;3;2;5;3;3;4;5;1;4;NO;4;2;4;4;4;4;5;4;5;SI;Divertidas, entretenidas e interesantes;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;14;3;B;6/3/2025;1;1;1;2;2;1;3;1;5;NO;2;4;3;5;5;5;5;5;1;SI;Explicaci�n, estrategias y actividades;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;B;6/3/2025;2;1;1;2;3;5;3;1;5;SI;1;3;2;5;1;4;3;3;3;NO;Divertidas, entretenidas e interesantes;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;B;6/3/2025;1;2;1;2;4;5;5;1;5;NO;4;3;2;5;3;5;4;4;4;NO;Explicaci�n, estrategias y actividades;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;14;3;B;6/3/2025;1;1;5;2;1;3;1;1;5;SI;4;2;4;4;3;5;2;5;3;SI;Explicaci�n, estrategias y actividades;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;B;6/3/2025;1;1;1;3;2;4;5;1;5;NO;4;4;4;4;3;4;2;2;5;SI;Explicaci�n, estrategias y actividades;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;14;3;B;6/3/2025;1;2;5;1;1;4;4;2;5;NO;3;3;2;4;1;3;1;1;2;SI; Videos y clases interactivas;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;B;6/3/2025;2;2;5;3;2;4;5;1;4;SI;4;2;3;3;3;4;4;4;4;SI;Explicaci�n, estrategias y actividades;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;15;3;B;6/3/2025;3;1;1;3;1;3;3;1;5;NO;1;4;2;2;1;2;2;1;1;SI;Exposiciones, ejemplos y practicas;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;B;6/3/2025;2;1;5;4;2;5;5;1;4;NO;3;4;5;4;4;5;3;3;5;SI;Divertidas, entretenidas e interesantes;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;16;3;B;6/3/2025;2;1;1;5;5;5;4;1;5;SI;3;5;5;5;3;5;2;3;3;SI;Explicaci�n, estrategias y actividades;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;B;6/3/2025;1;3;1;4;1;1;4;4;5;NO;3;3;1;3;1;5;4;2;1;SI;Divertidas, entretenidas e interesantes;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;B;6/3/2025;2;3;1;4;1;1;4;4;4;NO;3;3;1;3;2;4;3;2;1;SI;Divertidas, entretenidas e interesantes;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;15;3;B;6/3/2025;1;1;1;4;3;5;5;1;3;SI;4;4;3;3;3;4;2;3;4;SI;Explicaci�n, estrategias y actividades;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;15;3;B;6/3/2025;1;1;1;4;2;3;4;2;5;NO;4;4;5;5;2;4;4;3;5;SI;Expertos en el tema, din�micas y simulaciones;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;B;6/3/2025;2;1;1;4;3;5;5;1;3;SI;1;4;3;3;3;3;3;3;2;SI;Explicaci�n, estrategias y actividades;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;B;6/3/2025;2;1;5;3;2;3;5;2;5;SI;2;3;2;1;3;4;3;3;5;SI; Videos y clases interactivas;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;15;3;B;6/3/2025;1;1;5;1;1;1;1;1;1;NO;1;1;1;5;5;5;3;3;5;NO;Exposiciones, ejemplos y practicas;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;B;6/3/2025;1;2;1;3;3;5;5;1;1;NO;3;3;3;3;3;3;3;4;4;SI;Divertidas, entretenidas e interesantes;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;14;3;B;6/3/2025;1;1;5;2;2;2;3;1;5;NO;4;4;2;3;3;3;3;3;3;SI;Sin comentarios;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;15;3;D;6/3/2025;2;2;5;5;3;5;5;2;4;NO;5;5;4;4;3;5;4;3;5;SI;Expertos en el tema, din�micas y simulaciones;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;D;6/3/2025;1;1;5;1;1;4;4;1;5;NO;3;1;5;5;5;5;5;5;5;SI;Divertidas, entretenidas e interesantes;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;14;3;D;6/3/2025;2;2;5;2;2;3;3;2;5;SI;3;4;4;4;5;4;4;2;2;SI;Explicaci�n, estrategias y actividades;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;D;6/3/2025;1;3;1;1;1;3;3;4;5;NO;5;5;5;4;1;5;2;3;5;SI;No se;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;D;6/3/2025;1;1;1;3;1;2;3;2;5;SI;2;5;4;3;1;2;2;1;2;SI;Explicaci�n, estrategias y actividades;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;14;3;D;6/3/2025;1;1;1;5;3;4;5;1;5;SI;4;5;2;4;1;5;3;4;1;SI;Explicaci�n, estrategias y actividades;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;16;3;D;6/3/2025;1;2;1;1;1;4;3;4;4;SI;2;4;2;3;1;4;3;3;4;NO;Explicaci�n, estrategias y actividades;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;14;3;D;6/3/2025;3;1;1;1;1;3;2;1;5;SI;2;3;1;3;2;3;3;1;1;SI;No se;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;18;3;D;6/3/2025;1;2;1;5;1;5;5;1;4;NO;5;5;5;5;5;5;4;5;5;SI; Videos y clases interactivas;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;D;6/3/2025;1;1;5;2;1;5;5;1;5;NO;4;2;4;4;2;2;1;1;2;SI;Divertidas, entretenidas e interesantes;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;20;3;D;6/3/2025;3;1;1;1;1;3;3;4;3;NO;3;3;2;2;2;2;1;2;2;SI; Videos y clases interactivas;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;D;6/3/2025;3;1;1;2;2;4;4;4;3;SI;3;4;3;3;3;4;3;3;3;SI;Expertos en el tema, din�micas y simulaciones;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;D;6/3/2025;1;1;5;3;3;5;5;1;4;NO;2;4;1;5;4;5;4;5;5;NO;Explicaci�n, estrategias y actividades;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;D;6/3/2025;2;1;1;3;2;4;5;1;5;SI;3;4;5;5;4;4;3;3;4;SI;Divertidas, entretenidas e interesantes;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;14;3;D;6/3/2025;1;1;5;2;1;4;3;4;4;NO;4;3;2;3;1;2;2;3;5;NO;Expertos en el tema, din�micas y simulaciones;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;14;3;D;6/3/2025;2;1;5;2;1;3;3;2;5;SI;5;1;4;4;3;4;5;3;5;SI;Expertos en el tema, din�micas y simulaciones;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;D;6/3/2025;1;2;5;5;3;5;5;1;4;NO;3;3;3;4;4;5;5;4;4;NO;Expertos en el tema, din�micas y simulaciones;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;14;3;D;6/3/2025;1;2;5;3;2;1;4;1;5;NO;4;3;4;3;1;4;1;3;3;SI; Videos y clases interactivas;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;14;3;D;6/3/2025;1;2;1;3;3;5;5;1;5;SI;3;4;4;5;3;5;4;3;4;SI;Expertos en el tema, din�micas y simulaciones;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;14;3;D;6/3/2025;2;2;5;1;2;3;5;2;5;NO;4;5;4;5;2;5;2;2;1;SI;Expertos en el tema, din�micas y simulaciones;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;D;6/3/2025;1;1;5;2;2;5;5;2;3;SI;4;2;1;4;1;3;3;2;1;NO; Videos y clases interactivas;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;15;3;D;6/3/2025;2;1;5;2;5;5;5;1;5;NO;1;4;5;5;5;5;5;5;1;NO;Explicaci�n, estrategias y actividades;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;D;6/3/2025;1;1;1;5;4;3;5;2;3;SI;2;5;1;3;1;2;2;3;1;SI;Divertidas, entretenidas e interesantes;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;D;6/3/2025;1;1;NO;5;5;5;5;1;5;SI;2;5;5;5;1;5;1;4;2;SI; Videos y clases interactivas;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Hombre;14;3;D;6/3/2025;1;1;SI;2;3;1;3;1;5;NO;4;4;3;3;1;4;4;4;5;SI;Explicaci�n, estrategias y actividades;;;
Secundaria;Manuel L�pez Cotilla;P�blica;Mujer;14;3;D;6/3/2025;1;2;SI;1;1;2;1;2;5;SI;3;2;3;5;2;5;2;2;2;SI;No se;;;
Secundaria;Instituto Autlense;Privada;Mujer;13;2;A;7/3/2025;1;1;SI;3;2;5;5;1;3;SI;2;4;3;4;4;4;3;1;1;SI;Divertidas, entretenidas e interesantes;;;
Secundaria;Instituto Autlense;Privada;Hombre;14;2;A;7/3/2025;2;1;NO;3;2;3;4;1;5;SI;3;5;4;5;4;3;4;2;5;SI;Expertos en el tema, din�micas y simulaciones;;;
Secundaria;Instituto Autlense;Privada;Mujer;13;2;A;7/3/2025;2;1;NO;3;1;5;5;1;5;SI;3;4;3;4;1;3;3;4;2;SI;Divertidas, entretenidas e interesantes;;;
Secundaria;Instituto Autlense;Privada;Mujer;13;2;A;7/3/2025;1;1;SI;4;3;4;5;1;4;NO;4;4;3;4;4;4;3;4;2;SI; Videos y clases interactivas;;;
Secundaria;Instituto Autlense;Privada;Hombre;14;2;A;7/3/2025;1;1;NO;2;3;4;5;1;5;SI;4;3;2;4;2;4;5;5;4;SI;Divertidas, entretenidas e interesantes;;;
Secundaria;Instituto Autlense;Privada;Mujer;13;2;A;7/3/2025;2;1;SI;1;2;4;4;1;5;NO;3;5;5;5;2;5;2;4;5;SI;Exposiciones, ejemplos y practicas;;;
Secundaria;Instituto Autlense;Privada;Hombre;13;2;A;7/3/2025;1;1;SI;1;1;3;3;2;5;NO;4;4;3;5;4;4;5;4;5;SI; Videos y clases interactivas;;;
Secundaria;Instituto Autlense;Privada;Hombre;13;2;A;7/3/2025;1;1;SI;1;1;3;5;2;5;SI;4;3;5;5;5;5;5;5;1;SI;Explicaci�n, estrategias y actividades;;;
Secundaria;Instituto Autlense;Privada;Hombre;13;2;A;7/3/2025;1;1;NO;3;2;5;5;1;5;NO;3;4;5;5;4;5;4;4;4;SI;Exposiciones, ejemplos y practicas;;;
Secundaria;Instituto Autlense;Privada;Hombre;13;2;A;7/3/2025;1;1;NO;3;2;5;4;2;4;SI;3;3;3;4;2;3;3;2;4;SI;Expertos en el tema, din�micas y simulaciones;;;
Secundaria;Instituto Autlense;Privada;Hombre;14;2;A;7/3/2025;1;1;SI;2;1;3;5;2;4;SI;3;3;1;4;1;1;3;2;4;SI;Trabajos en equipo;;;
Secundaria;Instituto Autlense;Privada;Hombre;13;2;A;7/3/2025;1;1;NO;3;2;5;5;2;4;NO;1;3;5;5;2;5;2;1;1;SI;Explicaci�n, estrategias y actividades;;;
Secundaria;Instituto Autlense;Privada;Hombre;13;2;A;7/3/2025;1;1;NO;3;3;4;5;2;5;NO;4;3;5;4;3;4;4;5;5;SI;Exposiciones, ejemplos y practicas;;;
Secundaria;Instituto Autlense;Privada;Mujer;13;2;A;7/3/2025;2;1;SI;4;3;3;5;1;4;NO;3;3;4;5;3;4;3;4;5;NO;Exposiciones, ejemplos y practicas;;;
Secundaria;Instituto Autlense;Privada;Hombre;14;2;A;7/3/2025;1;1;SI;4;4;5;5;2;5;SI;5;4;5;4;5;5;5;5;5;SI;Explicaci�n, estrategias y actividades;;;
